congress,state,name,cs1,nominee,vote,presprty,sameprty,strngprs,nomid,regime_dummy,lackqual,pres,cspres1,cspres2,csnom,eucldist,interaction
99,MISSISS,COCHRAN T,0.25400001,REHNQUIST2,yes,rep,same,strong,0.045000002,0,0.60000002,Reagan,0.538,-0.508,0.40927133,0.024109183,0.01446551
99,MISSISS,COCHRAN T,0.25400001,SCALIA,yes,rep,same,strong,0,0,0,Reagan,0.538,-0.508,0.4507094,0.038694587,0
100,MISSISS,COCHRAN T,0.25400001,BORK,yes,rep,same,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.011930974,0.002505504
100,MISSISS,COCHRAN T,0.25400001,KENNEDY,yes,rep,same,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.019432213,0.002137544
101,MISSISS,COCHRAN TH,0.25400001,SOUTER,yes,rep,same,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.010519706,0.002472131
102,MAINE,COHEN,0.035,THOMAS,yes,rep,same,weak,0.150000006,1,0.58500004,BushI,0.492,-0.459,0.31258246,0.077052027,0.045075439
103,MAINE,COHEN,0.035,GINSBURG,yes,dem,0,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.044295944,0
103,MAINE,COHEN,0.035,BREYER,yes,dem,0,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.000470566,0.000214108
97,MAINE,COHEN W,0.035,OCONNOR,yes,rep,same,strong,0.414999992,0,0,Reagan,0.538,-0.508,0.068558231,0.001126155,0
99,MAINE,COHEN W,0.035,REHNQUIST2,yes,rep,same,strong,0.045000002,0,0.60000002,Reagan,0.538,-0.508,0.40927133,0.14007902,0.084047414
99,MAINE,COHEN W,0.035,SCALIA,yes,rep,same,strong,0,0,0,Reagan,0.538,-0.508,0.4507094,0.17281431,0
100,MAINE,COHEN W,0.035,BORK,yes,rep,same,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.10773428,0.022624196
100,MAINE,COHEN W,0.035,KENNEDY,yes,rep,same,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.006336245,0.000696987
101,MAINE,COHEN WILL,0.035,SOUTER,yes,rep,same,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.013556967,0.003185888
109,MINNESO,COLEMAN,0.227,ROBERTS,yes,rep,same,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.012816017,0.00038448
109,MINNESO,COLEMAN,,ALITO,yes,rep,same,strong,0.1,1,0.19,BushII,0.486,-0.291,,,
109,MAINE,COLLINS,0.093999997,ROBERTS,yes,rep,same,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.060618304,0.001818549
109,MAINE,COLLINS,,ALITO,yes,rep,same,strong,0.1,1,0.19,BushII,0.486,-0.291,,,
111,MAINE,COLLINS,,SOTOMAYOR,yes,dem,0,strong,0.78,1,0.19,Obama,-0.294,-0.313,,,
111,MAINE,COLLINS,,KAGAN,yes,dem,0,strong,0.73,1,0.27,Obama,-0.294,-0.313,,,
115,MAINE,COLLINS,,GORSUCH,yes,rep,same,strong,0.11,1,0.07,Trump,,,,,
115,MAINE,COLLINS,,KAVANAUGH,yes,rep,same,strong,,1,,Trump,,,,,
75,TEXAS,CONNALLY,-0.16,BLACK,yes,dem,same,strong,0.875,0,0.84000003,Roosevelt,,,-0.35503101,0.038037099,0.031951163
75,TEXAS,CONNALLY,-0.16,REED,yes,dem,same,strong,0.725000024,0,0.125,Roosevelt,,,-0.21690412,0.003238079,0.00040476
76,TEXAS,CONNALLY,-0.16,FRANKFURTER,yes,dem,same,strong,0.665000021,0,0.034999967,Roosevelt,,,-0.16165334,2.73E-06,9.57E-08
76,TEXAS,CONNALLY,-0.16,DOUGLAS,yes,dem,same,strong,0.730000019,0,0.18000001,Roosevelt,,,-0.22150834,0.003783276,0.00068099
76,TEXAS,CONNALLY,-0.16,MURPHY,yes,dem,same,weak,1,0,0.35000002,Roosevelt,,,-0.47013679,0.096184835,0.033664696
77,TEXAS,CONNALLY,-0.16,STONE,yes,dem,same,strong,0.3,0,0,Roosevelt,,,0.17445554,0.11186051,0
77,TEXAS,CONNALLY,-0.16,BYRNES,yes,dem,same,strong,0.33,0,0.19999999,Roosevelt,,,0.14683016,0.094144739,0.018828947
77,TEXAS,CONNALLY,-0.16,JACKSON,yes,dem,same,strong,1,0,0.085000038,Roosevelt,,,-0.47013679,0.096184835,0.008175715
78,TEXAS,CONNALLY,-0.16,RUTLEDGE,yes,dem,same,strong,1,0,0,Roosevelt,,,-0.47013679,0.096184835,0
79,TEXAS,CONNALLY,-0.16,BURTON,yes,dem,same,strong,0.280000001,0,0.069999993,Truman,,,0.19287246,0.12451898,0.008716327
79,TEXAS,CONNALLY,-0.16,VINSON,yes,dem,same,strong,0.75,0,0.21500003,Truman,,,-0.23992525,0.006388046,0.00137343
81,TEXAS,CONNALLY,-0.16,CLARK,yes,dem,same,strong,0.5,0,0.875,Truman,,,-0.0097137,0.022585971,0.019762725
81,TEXAS,CONNALLY,-0.16,MINTON,yes,dem,same,strong,0.720000029,0,0.64499998,Truman,,,-0.21229988,0.002735278,0.001764254
102,NORTH D,CONRAD,-0.252,THOMAS,no,rep,0,weak,0.150000006,1,0.58500004,BushI,0.492,-0.459,0.31258246,0.31875336,0.18647073
103,NORTH D,CONRAD,-0.252,GINSBURG,yes,dem,same,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.005857451,0
103,NORTH D,CONRAD,-0.252,BREYER,yes,dem,same,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.070388049,0.032026563
109,NORTH D,CONRAD,-0.255,ROBERTS,yes,rep,0,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.35427237,0.01062817
109,NORTH D,CONRAD,,ALITO,yes,rep,0,strong,0.1,1,0.19,BushII,0.486,-0.291,,,
111,NORTH D,CONRAD,,SOTOMAYOR,yes,dem,same,strong,0.78,1,0.19,Obama,-0.294,-0.313,,,
111,NORTH D,CONRAD,,KAGAN,yes,dem,same,strong,0.73,1,0.27,Obama,-0.294,-0.313,,,
100,NORTH D,CONRAD K,-0.252,BORK,no,rep,0,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.37850675,0.079486407
100,NORTH D,CONRAD K,-0.252,KENNEDY,yes,rep,0,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.13439596,0.014783558
101,NORTH D,CONRAD KEN,-0.252,SOUTER,yes,rep,0,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.16275932,0.038248442
91,KENTUCK,COOK,0.077,HAYNSWORTH,yes,rep,same,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.051245198,0.034078054
91,KENTUCK,COOK,0.077,CARSWELL,no,rep,same,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.11348514,0.10100177
91,KENTUCK,COOK,0.077,BLACKMUN,yes,rep,same,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,0.07172332,0.002151698
92,KENTUCK,COOK M,0.077,POWELL,yes,rep,same,weak,0.165000007,0,0,Nixon,0.378,-0.62,0.29876977,0.04918183,0
92,KENTUCK,COOK M,0.077,REHNQUIST1,yes,rep,same,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.11040424,0.012696489
115,DELAWAR,COONS,,GORSUCH,no,rep,0,strong,0.11,1,0.07,Trump,,,,,
115,DELAWAR,COONS,,KAVANAUGH,no,rep,0,strong,,1,,Trump,,,,,
83,KENTUCK,COOPER,0.008,WARREN,yes,rep,same,strong,0.75,0,0.14499998,Eisenhower,0.176,-0.605,-0.23992525,0.061466929,0.008912703
85,KENTUCK,COOPER,0.008,BRENNAN,yes,rep,same,weak,1,0,0,Eisenhower,0.176,-0.605,-0.47013679,0.22861479,0
85,KENTUCK,COOPER,0.008,WHITTAKER,yes,rep,same,weak,0.5,0,0,Eisenhower,0.176,-0.605,-0.0097137,0.000313775,0
86,KENTUCK,COOPER,0.008,STEWART,yes,rep,same,weak,0.75,0,0,Eisenhower,0.176,-0.605,-0.23992525,0.061466929,0
87,KENTUCK,COOPER,0.008,WHITE,yes,dem,0,strong,0.5,0,0.5,Kennedy,-0.485,0.003,-0.0097137,0.000313775,0.000156888
87,KENTUCK,COOPER,0.008,GOLDBERG,yes,dem,0,strong,0.75,0,0.084999979,Kennedy,-0.485,0.003,-0.23992525,0.061466929,0.005224688
89,KENTUCK,COOPER,0.008,FORTAS1,yes,dem,0,strong,1,0,0,Johnson,-0.326,0.018,-0.47013679,0.22861479,0
90,KENTUCK,COOPER,0.008,MARSHAL,yes,dem,0,strong,1,0,0.16500002,Johnson,-0.326,0.018,-0.47013679,0.22861479,0.037721444
90,KENTUCK,COOPER,0.008,FORTAS2,yes,dem,0,weak,0.845000029,0,0.36500001,Johnson,-0.326,0.018,-0.32740566,0.11249696,0.04106139
91,KENTUCK,COOPER,0.008,BURGER,yes,rep,same,weak,0.115000002,0,0.040000021,Nixon,0.378,-0.62,0.3448121,0.11344238,0.004537698
91,KENTUCK,COOPER,0.008,HAYNSWORTH,no,rep,same,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.087245815,0.058018465
91,KENTUCK,COOPER,0.008,CARSWELL,yes,rep,same,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.16473496,0.1466141
91,KENTUCK,COOPER,0.008,BLACKMUN,yes,rep,same,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,0.11344238,0.003403268
92,KENTUCK,COOPER J,0.008,POWELL,yes,rep,same,weak,0.165000007,0,0,Nixon,0.378,-0.62,0.29876977,0.084547058,0
92,KENTUCK,COOPER J,0.008,REHNQUIST1,yes,rep,same,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.16101868,0.01851715
75,NEW YOR,COPELAND,0.12800001,BLACK,no,dem,same,strong,0.875,0,0.84000003,Roosevelt,,,-0.35503101,0.23331897,0.19598794
75,NEW YOR,COPELAND,0.12800001,REED,yes,dem,same,strong,0.725000024,0,0.125,Roosevelt,,,-0.21690412,0.11895885,0.014869857
79,OREGON,CORDON,0.255,BURTON,yes,dem,0,strong,0.280000001,0,0.069999993,Truman,,,0.19287246,0.00385983,0.000270188
79,OREGON,CORDON,0.255,VINSON,yes,dem,0,strong,0.75,0,0.21500003,Truman,,,-0.23992525,0.24495099,0.052664474
81,OREGON,CORDON,0.255,CLARK,yes,dem,0,strong,0.5,0,0.875,Truman,,,-0.0097137,0.070073344,0.061314177
83,OREGON,CORDON,0.255,WARREN,yes,rep,same,strong,0.75,0,0.14499998,Eisenhower,0.176,-0.605,-0.23992525,0.24495099,0.03551789
111,TENNESS,CORKER,,SOTOMAYOR,no,dem,0,strong,0.78,1,0.19,Obama,-0.294,-0.313,,,
111,TENNESS,CORKER,,KAGAN,no,dem,0,strong,0.73,1,0.27,Obama,-0.294,-0.313,,,
115,TENNESS,CORKER,,GORSUCH,yes,rep,same,strong,0.11,1,0.07,Trump,,,,,
115,TENNESS,CORKER,,KAVANAUGH,yes,rep,same,strong,,1,,Trump,,,,,
109,TEXAS,CORNYN,0.43599999,ROBERTS,yes,rep,same,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.009176135,0.000275284
109,TEXAS,CORNYN,,ALITO,yes,rep,same,strong,0.1,1,0.19,BushII,0.486,-0.291,,,
111,TEXAS,CORNYN,,SOTOMAYOR,no,dem,0,strong,0.78,1,0.19,Obama,-0.294,-0.313,,,
111,TEXAS,CORNYN,,KAGAN,no,dem,0,strong,0.73,1,0.27,Obama,-0.294,-0.313,,,
115,TEXAS,CORNYN,,GORSUCH,yes,rep,same,strong,0.11,1,0.07,Trump,,,,,
115,TEXAS,CORNYN,,KAVANAUGH,yes,rep,same,strong,,1,,Trump,,,,,
115,NEVADA,CORTEZ MASTO,,GORSUCH,no,rep,0,strong,0.11,1,0.07,Trump,,,,,
115,NEVADA,CORTEZ MASTO,,KAVANAUGH,no,rep,0,strong,,1,,Trump,,,,,
109,NEW JER,CORZINE,-0.45300001,ROBERTS,no,rep,0,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.6291787,0.01887536
84,NEW HAM,COTTON,0.35299999,HARLAN,yes,rep,same,weak,0.875,0,0.25,Eisenhower,0.176,-0.605,-0.35503101,0.5013079,0.12532698
85,NEW HAM,COTTON,0.35299999,BRENNAN,yes,rep,same,weak,1,0,0,Eisenhower,0.176,-0.605,-0.47013679,0.67755413,0
85,NEW HAM,COTTON,0.35299999,WHITTAKER,yes,rep,same,weak,0.5,0,0,Eisenhower,0.176,-0.605,-0.0097137,0.13156122,0
86,NEW HAM,COTTON,0.35299999,STEWART,yes,rep,same,weak,0.75,0,0,Eisenhower,0.176,-0.605,-0.23992525,0.35156032,0
87,NEW HAM,COTTON,0.35299999,WHITE,yes,dem,0,strong,0.5,0,0.5,Kennedy,-0.485,0.003,-0.0097137,0.13156122,0.06578061
87,NEW HAM,COTTON,0.35299999,GOLDBERG,yes,dem,0,strong,0.75,0,0.084999979,Kennedy,-0.485,0.003,-0.23992525,0.35156032,0.029882619
89,NEW HAM,COTTON,0.35299999,FORTAS1,yes,dem,0,strong,1,0,0,Johnson,-0.326,0.018,-0.47013679,0.67755413,0
90,NEW HAM,COTTON,0.35299999,MARSHAL,yes,dem,0,strong,1,0,0.16500002,Johnson,-0.326,0.018,-0.47013679,0.67755413,0.11179645
90,NEW HAM,COTTON,0.35299999,FORTAS2,no,dem,0,weak,0.845000029,0,0.36500001,Johnson,-0.326,0.018,-0.32740566,0.46295184,0.16897742
91,NEW HAM,COTTON,0.35299999,BURGER,yes,rep,same,weak,0.115000002,0,0.040000021,Nixon,0.378,-0.62,0.3448121,6.70E-05,2.68E-06
91,NEW HAM,COTTON,0.35299999,HAYNSWORTH,yes,rep,same,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.002462736,0.00163772
91,NEW HAM,COTTON,0.35299999,CARSWELL,yes,rep,same,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.003705835,0.003298193
91,NEW HAM,COTTON,0.35299999,BLACKMUN,yes,rep,same,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,6.70E-05,2.01E-06
115,ARKANSA,COTTON,,GORSUCH,yes,rep,same,strong,0.11,1,0.07,Trump,,,,,
115,ARKANSA,COTTON,,KAVANAUGH,yes,rep,same,strong,,1,,Trump,,,,,
92,NEW HAM,COTTON N,0.35299999,POWELL,yes,rep,same,weak,0.165000007,0,0,Nixon,0.378,-0.62,0.29876977,0.002940916,0
92,NEW HAM,COTTON N,0.35299999,REHNQUIST1,yes,rep,same,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.003166464,0.000364143
103,GEORGIA,COVERDELL,0.36300001,GINSBURG,yes,dem,0,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.28994566,0
103,GEORGIA,COVERDELL,0.36300001,BREYER,no,dem,0,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.12228487,0.055639617
102,IDAHO,CRAIG,0.47799999,THOMAS,yes,rep,same,weak,0.150000006,1,0.58500004,BushI,0.492,-0.459,0.31258246,0.027362956,0.01600733
103,IDAHO,CRAIG,0.47799999,GINSBURG,yes,dem,0,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.42701781,0
103,IDAHO,CRAIG,0.47799999,BREYER,yes,dem,0,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.21593915,0.098252311
109,IDAHO,CRAIG,0.48300001,ROBERTS,yes,rep,same,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.020389602,0.000611688
109,IDAHO,CRAIG,,ALITO,yes,rep,same,strong,0.1,1,0.19,BushII,0.486,-0.291,,,
91,CALIFOR,CRANSTON,-0.42399999,HAYNSWORTH,no,rep,0,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.52907294,0.35183349
91,CALIFOR,CRANSTON,-0.42399999,CARSWELL,no,rep,0,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.70203543,0.62481153
91,CALIFOR,CRANSTON,-0.42399999,BLACKMUN,yes,rep,0,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,0.59107202,0.017732143
94,CALIFOR,CRANSTON,-0.42399999,STEVENS,yes,rep,0,weak,0.25,0,0.040000021,Ford,0.372,-0.619,0.22049785,0.41537747,0.016615108
102,CALIFOR,CRANSTON,-0.42399999,THOMAS,no,rep,0,weak,0.150000006,1,0.58500004,BushI,0.492,-0.459,0.31258246,0.54255372,0.31739396
97,CALIFOR,CRANSTON A,-0.42399999,OCONNOR,yes,rep,0,strong,0.414999992,0,0,Reagan,0.538,-0.508,0.068558231,0.2426136,0
99,CALIFOR,CRANSTON A,-0.42399999,REHNQUIST2,no,rep,0,strong,0.045000002,0,0.60000002,Reagan,0.538,-0.508,0.40927133,0.69434112,0.4166047
99,CALIFOR,CRANSTON A,-0.42399999,SCALIA,yes,rep,0,strong,0,0,0,Reagan,0.538,-0.508,0.4507094,0.76511651,0
100,CALIFOR,CRANSTON A,-0.42399999,BORK,no,rep,0,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.61972952,0.13014318
100,CALIFOR,CRANSTON A,-0.42399999,KENNEDY,yes,rep,0,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.29009053,0.031909961
101,CALIFOR,CRANSTON A,-0.42399999,SOUTER,no,rep,0,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.33112472,0.077814318
92,CALIFOR,CRANSTON A,-0.42399999,POWELL,yes,rep,0,weak,0.165000007,0,0,Nixon,0.378,-0.62,0.29876977,0.52239615,0
92,CALIFOR,CRANSTON A,-0.42399999,REHNQUIST1,no,rep,0,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.69434112,0.079849236
109,IDAHO,CRAPO,0.42500001,ROBERTS,yes,rep,same,strong,0.119999997,1,0.029999999,BushII,0.486,-0.291,0.34020784,0.007189712,0.000215691
109,IDAHO,CRAPO,,ALITO,yes,rep,same,strong,0.1,1,0.19,BushII,0.486,-0.291,,,
111,IDAHO,CRAPO,,SOTOMAYOR,no,dem,0,strong,0.78,1,0.19,Obama,-0.294,-0.313,,,
111,IDAHO,CRAPO,,KAGAN,no,dem,0,strong,0.73,1,0.27,Obama,-0.294,-0.313,,,
115,IDAHO,CRAPO,,GORSUCH,yes,rep,same,strong,0.11,1,0.07,Trump,,,,,
115,IDAHO,CRAPO,,KAVANAUGH,yes,rep,same,strong,,1,,Trump,,,,,
115,TEXAS,CRUZ,,GORSUCH,yes,rep,same,strong,0.11,1,0.07,Trump,,,,,
115,TEXAS,CRUZ,,KAVANAUGH,yes,rep,same,strong,,1,,Trump,,,,,
94,IOWA,CULVER,-0.40000001,STEVENS,yes,rep,0,weak,0.25,0,0.040000021,Ford,0.372,-0.619,0.22049785,0.38501757,0.015400711
84,NEBRASK,CURTIS,0.48300001,HARLAN,yes,rep,same,weak,0.875,0,0.25,Eisenhower,0.176,-0.605,-0.35503101,0.70229602,0.175574
85,NEBRASK,CURTIS,0.48300001,BRENNAN,yes,rep,same,weak,1,0,0,Eisenhower,0.176,-0.605,-0.47013679,0.90846974,0
85,NEBRASK,CURTIS,0.48300001,WHITTAKER,yes,rep,same,weak,0.5,0,0,Eisenhower,0.176,-0.605,-0.0097137,0.2427668,0
87,NEBRASK,CURTIS,0.48300001,WHITE,yes,dem,0,strong,0.5,0,0.5,Kennedy,-0.485,0.003,-0.0097137,0.2427668,0.1213834
87,NEBRASK,CURTIS,0.48300001,GOLDBERG,yes,dem,0,strong,0.75,0,0.084999979,Kennedy,-0.485,0.003,-0.23992525,0.52262092,0.044422768
89,NEBRASK,CURTIS,0.48300001,FORTAS1,yes,dem,0,strong,1,0,0,Johnson,-0.326,0.018,-0.47013679,0.90846974,0
90,NEBRASK,CURTIS,0.48300001,MARSHAL,yes,dem,0,strong,1,0,0.16500002,Johnson,-0.326,0.018,-0.47013679,0.90846974,0.14989753
90,NEBRASK,CURTIS,0.48300001,FORTAS2,no,dem,0,weak,0.845000029,0,0.36500001,Johnson,-0.326,0.018,-0.32740566,0.65675735,0.23971644
91,NEBRASK,CURTIS,0.48300001,BURGER,yes,rep,same,weak,0.115000002,0,0.040000021,Nixon,0.378,-0.62,0.3448121,0.0190959,0.000763836
91,NEBRASK,CURTIS,0.48300001,HAYNSWORTH,yes,rep,same,weak,0.159999996,0,0.66499996,Nixon,0.378,-0.62,0.30337402,0.032265496,0.021456553
91,NEBRASK,CURTIS,0.48300001,CARSWELL,yes,rep,same,weak,0.039999999,0,0.88999999,Nixon,0.378,-0.62,0.41387555,0.004778191,0.00425259
91,NEBRASK,CURTIS,0.48300001,BLACKMUN,yes,rep,same,weak,0.115000002,0,0.029999971,Nixon,0.378,-0.62,0.3448121,0.0190959,0.000572876
94,NEBRASK,CURTIS,0.48300001,STEVENS,yes,rep,same,weak,0.25,0,0.040000021,Ford,0.372,-0.619,0.22049785,0.068907388,0.002756297
92,NEBRASK,CURTIS C,0.48300001,POWELL,yes,rep,same,weak,0.165000007,0,0,Nixon,0.378,-0.62,0.29876977,0.033940781,0
92,NEBRASK,CURTIS C,0.48300001,REHNQUIST1,yes,rep,same,weak,0.045000002,0,0.11500001,Nixon,0.378,-0.62,0.40927133,0.005435919,0.000625131
102,NEW YOR,D'AMATO,0.139,THOMAS,yes,rep,same,weak,0.150000006,1,0.58500004,BushI,0.492,-0.459,0.31258246,0.030130873,0.017626561
103,NEW YOR,D'AMATO,0.139,GINSBURG,yes,dem,0,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.098888874,0
103,NEW YOR,D'AMATO,0.139,BREYER,yes,dem,0,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.015798613,0.007188369
101,NEW YOR,D'AMATO AL,0.139,SOUTER,yes,rep,same,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.000154614,3.63E-05
115,MONTANA,DAINES,,GORSUCH,yes,rep,same,strong,0.11,1,0.07,Trump,,,,,
115,MONTANA,DAINES,,KAVANAUGH,,rep,same,strong,,1,,Trump,,,,,
97,NEW YOR,DAMATO A,0.139,OCONNOR,yes,rep,same,strong,0.414999992,0,0,Reagan,0.538,-0.508,0.068558231,0.004962042,0
99,NEW YOR,DAMATO A,0.139,REHNQUIST2,yes,rep,same,strong,0.045000002,0,0.60000002,Reagan,0.538,-0.508,0.40927133,0.073046595,0.043827958
99,NEW YOR,DAMATO A,0.139,SCALIA,yes,rep,same,strong,0,0,0,Reagan,0.538,-0.508,0.4507094,0.097162753,0
100,NEW YOR,DAMATO A,0.139,BORK,yes,rep,same,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.050278649,0.010558515
100,NEW YOR,DAMATO A,0.139,KENNEDY,yes,rep,same,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.000595334,6.55E-05
76,CONNECT,DANAHER,0.26800001,FRANKFURTER,yes,dem,0,strong,0.665000021,0,0.034999967,Roosevelt,,,-0.16165334,0.18460199,0.006461063
76,CONNECT,DANAHER,0.26800001,DOUGLAS,yes,dem,0,strong,0.730000019,0,0.18000001,Roosevelt,,,-0.22150834,0.23961842,0.043131318
76,CONNECT,DANAHER,0.26800001,MURPHY,yes,dem,0,weak,1,0,0.35000002,Roosevelt,,,-0.47013679,0.54484594,0.19069609
77,CONNECT,DANAHER,0.26800001,STONE,yes,dem,0,strong,0.3,0,0,Roosevelt,,,0.17445554,0.008750567,0
77,CONNECT,DANAHER,0.26800001,BYRNES,yes,dem,0,strong,0.33,0,0.19999999,Roosevelt,,,0.14683016,0.014682133,0.002936426
77,CONNECT,DANAHER,0.26800001,JACKSON,yes,dem,0,strong,1,0,0.085000038,Roosevelt,,,-0.47013679,0.54484594,0.046311926
78,CONNECT,DANAHER,0.26800001,RUTLEDGE,yes,dem,0,strong,1,0,0,Roosevelt,,,-0.47013679,0.54484594,0
102,MISSOUR,DANFORTH,0.127,THOMAS,yes,rep,same,weak,0.150000006,1,0.58500004,BushI,0.492,-0.459,0.31258246,0.034440849,0.020147897
103,MISSOUR,DANFORTH,0.127,GINSBURG,yes,dem,0,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.091485694,0
103,MISSOUR,DANFORTH,0.127,BREYER,yes,dem,0,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.012925995,0.005881327
97,MISSOUR,DANFORTH J,0.127,OCONNOR,yes,rep,same,strong,0.414999992,0,0,Reagan,0.538,-0.508,0.068558231,0.003415441,0
99,MISSOUR,DANFORTH J,0.127,REHNQUIST2,yes,rep,same,strong,0.045000002,0,0.60000002,Reagan,0.538,-0.508,0.40927133,0.079677105,0.047806267
99,MISSOUR,DANFORTH J,0.127,SCALIA,yes,rep,same,strong,0,0,0,Reagan,0.538,-0.508,0.4507094,0.10478777,0
100,MISSOUR,DANFORTH J,0.127,BORK,yes,rep,same,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.055804141,0.011718868
100,MISSOUR,DANFORTH J,0.127,KENNEDY,yes,rep,same,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.000153747,1.69E-05
101,MISSOUR,DANFORTH J,0.127,SOUTER,yes,rep,same,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.000597039,0.000140304
83,TEXAS,DANIEL,0.079000004,WARREN,yes,rep,0,strong,0.75,0,0.14499998,Eisenhower,0.176,-0.605,-0.23992525,0.10171331,0.014748429
84,TEXAS,DANIEL,0.079000004,HARLAN,yes,rep,0,weak,0.875,0,0.25,Eisenhower,0.176,-0.605,-0.35503101,0.18838292,0.047095731
102,SOUTH D,DASCHLE,-0.26899999,THOMAS,no,rep,0,weak,0.150000006,1,0.58500004,BushI,0.492,-0.459,0.31258246,0.33823815,0.19786933
103,SOUTH D,DASCHLE,-0.26899999,GINSBURG,yes,dem,same,strong,0.680000007,1,0,Clinton,-0.377,-0.101,-0.17546602,0.008748605,0
103,SOUTH D,DASCHLE,-0.26899999,BREYER,yes,dem,same,strong,0.474999994,1,0.45499998,Clinton,-0.377,-0.101,0.013307461,0.079697497,0.036262359
100,SOUTH D,DASCHLE T,-0.26899999,BORK,no,rep,0,weak,0.094999999,1,0.20999998,Reagan,0.538,-0.508,0.36322901,0.39971352,0.083939828
100,SOUTH D,DASCHLE T,-0.26899999,KENNEDY,yes,rep,0,weak,0.36500001,1,0.11000001,Reagan,0.538,-0.508,0.11460053,0.14714937,0.016186433
101,SOUTH D,DASCHLE TH,-0.26899999,SOUTER,yes,rep,0,weak,0.324999988,1,0.23500001,BushI,0.492,-0.459,0.15143439,0.17676507,0.041539792
75,PENNSYL,DAVIS,0.185,BLACK,no,dem,0,strong,0.875,0,0.84000003,Roosevelt,,,-0.35503101,0.29163349,0.24497214
75,PENNSYL,DAVIS,0.185,REED,yes,dem,0,strong,0.725000024,0,0.125,Roosevelt,,,-0.21690412,0.16152692,0.020190865
76,PENNSYL,DAVIS,0.185,FRANKFURTER,yes,dem,0,strong,0.665000021,0,0.034999967,Roosevelt,,,-0.16165334,0.12016854,0.004205895
